origin_root,relative_path,path,category,size_bytes,description,schema_preview,aggregate_metrics_only,per_epoch_metrics,per_sample_predictions,saved_model_inference,explainability_analyses
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0003\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0003\exec_0\history.csv,csv,4601,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0004\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0004\exec_0\history.csv,csv,11943,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0005\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0005\exec_0\history.csv,csv,9857,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0006\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0006\exec_0\history.csv,csv,11994,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0007\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0007\exec_0\history.csv,csv,10657,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0008\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0008\exec_0\history.csv,csv,12180,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0009\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0009\exec_0\history.csv,csv,3114,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0010\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0010\exec_0\history.csv,csv,12076,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0011\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0011\exec_0\history.csv,csv,12071,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0012\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0012\exec_0\history.csv,csv,6653,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0013\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0013\exec_0\history.csv,csv,11844,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0014\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0014\exec_0\history.csv,csv,4308,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0015\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0015\exec_0\history.csv,csv,1679,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0016\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0016\exec_0\history.csv,csv,6380,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0017\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0017\exec_0\history.csv,csv,6899,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0018\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0018\exec_0\history.csv,csv,6914,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0019\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0019\exec_0\history.csv,csv,6335,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0020\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0020\exec_0\history.csv,csv,6622,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0021\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0021\exec_0\history.csv,csv,6688,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0022\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0022\exec_0\history.csv,csv,11940,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0023\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0023\exec_0\history.csv,csv,12113,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0024\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0024\exec_0\history.csv,csv,8171,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0025\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0025\exec_0\history.csv,csv,12009,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0026\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0026\exec_0\history.csv,csv,8090,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0027\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0027\exec_0\history.csv,csv,9052,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0028\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0028\exec_0\history.csv,csv,3386,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0029\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0029\exec_0\history.csv,csv,12076,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0030\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0030\exec_0\history.csv,csv,6211,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0031\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0031\exec_0\history.csv,csv,2175,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0032\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0032\exec_0\history.csv,csv,11924,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0033\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0033\exec_0\history.csv,csv,2673,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
D:\Dineth\focus_binary_benchmark\focus_binary_benchmark,runs\cnn\cnn\kt\trial_0034\exec_0\history.csv,D:\Dineth\focus_binary_benchmark\focus_binary_benchmark\runs\cnn\cnn\kt\trial_0034\exec_0\history.csv,csv,8298,Per-epoch training history exported from a Keras Tuner trial.,"epoch, auc, binary_accuracy, false_negatives, false_positives, learning_rate, loss, precision, recall, val_auc, val_binary_accuracy, val_false_negatives",False,True,False,False,False
